City,date,Residential,new_cases_smoothed_per_million,gr_cases,new_deaths_smoothed_per_million,stringency_index,Workplaces,population_density,gdp_per_capita,aged_65_older,cardiovasc_death_rate,life_expectancy,time,group,z_stringency_index,z_cases
Ho Chi Minh City,2020-06-03,3,0.001,0,0,69.44,9,308.127,6171.884,7.15,245.465,75.4,110,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-04,2,0.001,0,0,69.44,8,308.127,6171.884,7.15,245.465,75.4,111,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-05,7,0,0,0,69.44,2,308.127,6171.884,7.15,245.465,75.4,112,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-06,8,0.001,0.3048780487804878,0,69.44,0,308.127,6171.884,7.15,245.465,75.4,113,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-07,7,0.004,0.60790273556231,0,69.44,-10,308.127,6171.884,7.15,245.465,75.4,114,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-08,5,0.006,0.3021148036253776,0,69.44,13,308.127,6171.884,7.15,245.465,75.4,115,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-09,4,0.006,0,0,69.44,12,308.127,6171.884,7.15,245.465,75.4,116,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-10,3,0.006,0,0,69.44,9,308.127,6171.884,7.15,245.465,75.4,117,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-11,0,0.006,0,0,69.44,9,308.127,6171.884,7.15,245.465,75.4,118,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-12,7,0.007,0.30120481927710846,0,69.44,3,308.127,6171.884,7.15,245.465,75.4,119,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-13,10,0.007,0.3003003003003003,0,69.44,-1,308.127,6171.884,7.15,245.465,75.4,120,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-14,9,0.004,0,0,69.44,-11,308.127,6171.884,7.15,245.465,75.4,121,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-15,6,0.003,0,0,69.44,13,308.127,6171.884,7.15,245.465,75.4,122,Ho Chi Minh City,0.05638044581323584,NA
Ho Chi Minh City,2020-06-16,5,0.003,0,0,58.33,13,308.127,6171.884,7.15,245.465,75.4,123,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-17,3,0.004,0.29940119760479045,0,58.33,11,308.127,6171.884,7.15,245.465,75.4,124,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-18,0,0.015,2.0895522388059704,0,58.33,9,308.127,6171.884,7.15,245.465,75.4,125,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-19,7,0.023,2.046783625730994,0,58.33,3,308.127,6171.884,7.15,245.465,75.4,126,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-20,7,0.022,0,0,58.33,2,308.127,6171.884,7.15,245.465,75.4,127,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-21,7,0.022,0,0,58.33,-9,308.127,6171.884,7.15,245.465,75.4,128,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-22,5,0.022,0,0,58.33,11,308.127,6171.884,7.15,245.465,75.4,129,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-23,5,0.022,0,0,58.33,11,308.127,6171.884,7.15,245.465,75.4,130,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-24,3,0.025,0.8595988538681949,0,58.33,10,308.127,6171.884,7.15,245.465,75.4,131,Ho Chi Minh City,-0.16375039845274744,NA
Ho Chi Minh City,2020-06-25,1,0.015,0,0,55.56,8,308.127,6171.884,7.15,245.465,75.4,132,Ho Chi Minh City,-0.21863450633904563,NA
Ho Chi Minh City,2020-06-26,7,0.006,0.2840909090909091,0,55.56,2,308.127,6171.884,7.15,245.465,75.4,133,Ho Chi Minh City,-0.21863450633904563,NA
Ho Chi Minh City,2020-06-27,7,0.009,0.56657223796034,0,55.56,-1,308.127,6171.884,7.15,245.465,75.4,134,Ho Chi Minh City,-0.21863450633904563,NA
Ho Chi Minh City,2020-06-28,7,0.009,0,0,55.56,-10,308.127,6171.884,7.15,245.465,75.4,135,Ho Chi Minh City,-0.21863450633904563,NA
Ho Chi Minh City,2020-06-29,6,0.009,0,0,55.56,12,308.127,6171.884,7.15,245.465,75.4,136,Ho Chi Minh City,-0.21863450633904563,NA
Ho Chi Minh City,2020-06-30,5,0.009,0,0,55.56,12,308.127,6171.884,7.15,245.465,75.4,137,Ho Chi Minh City,-0.21863450633904563,NA
Paris,2020-02-15,-1,0.002,NA,0.002,5.56,-7,122.578,38605.671,19.718,86.06,82.66,1,Paris,-1.2093223743227688,NA
Paris,2020-02-16,-2,0.002,0,0.002,5.56,-1,122.578,38605.671,19.718,86.06,82.66,2,Paris,-1.2093223743227688,NA
Paris,2020-02-17,2,0.002,0,0.002,5.56,-16,122.578,38605.671,19.718,86.06,82.66,3,Paris,-1.2093223743227688,NA
Paris,2020-02-18,1,0.002,0,0.002,5.56,-14,122.578,38605.671,19.718,86.06,82.66,4,Paris,-1.2093223743227688,NA
Paris,2020-02-19,2,0.002,0,0.002,5.56,-12,122.578,38605.671,19.718,86.06,82.66,5,Paris,-1.2093223743227688,NA
Paris,2020-02-20,2,0.002,0,0.002,5.56,-14,122.578,38605.671,19.718,86.06,82.66,6,Paris,-1.2093223743227688,NA
Paris,2020-02-21,2,0.002,0,0.002,5.56,-13,122.578,38605.671,19.718,86.06,82.66,7,Paris,-1.2093223743227688,NA
Paris,2020-02-22,0,0,0,0,5.56,-7,122.578,38605.671,19.718,86.06,82.66,8,Paris,-1.2093223743227688,NA
Paris,2020-02-23,-1,0,0,0,5.56,-2,122.578,38605.671,19.718,86.06,82.66,9,Paris,-1.2093223743227688,NA
Paris,2020-02-24,0,0,0,0,5.56,1,122.578,38605.671,19.718,86.06,82.66,10,Paris,-1.2093223743227688,NA
Paris,2020-02-25,0,0.004,16.666666666666664,0,13.89,2,122.578,38605.671,19.718,86.06,82.66,11,Paris,-1.0442737755166807,NA
Paris,2020-02-26,0,0.013,28.57142857142857,0.002,13.89,2,122.578,38605.671,19.718,86.06,82.66,12,Paris,-1.0442737755166807,NA
Paris,2020-02-27,1,0.055,111.11111111111111,0.002,13.89,2,122.578,38605.671,19.718,86.06,82.66,13,Paris,-1.0442737755166807,NA
Paris,2020-02-28,1,0.095,50,0.002,13.89,3,122.578,38605.671,19.718,86.06,82.66,14,Paris,-1.0442737755166807,NA
Paris,2020-02-29,1,0.186,75.43859649122807,0.002,34.72,1,122.578,38605.671,19.718,86.06,82.66,15,Paris,-0.6315532097146616,NA
Paris,2020-03-01,2,0.249,30,0.002,34.72,-5,122.578,38605.671,19.718,86.06,82.66,16,Paris,-0.6315532097146616,NA
Paris,2020-03-02,1,0.378,46.92307692307692,0.004,43.98,1,122.578,38605.671,19.718,86.06,82.66,17,Paris,-0.448077816564076,NA
Paris,2020-03-03,1,0.419,10.99476439790576,0.006,43.98,1,122.578,38605.671,19.718,86.06,82.66,18,Paris,-0.448077816564076,NA
Paris,2020-03-04,1,0.571,35.84905660377358,0.004,43.98,2,122.578,38605.671,19.718,86.06,82.66,19,Paris,-0.448077816564076,NA
Paris,2020-03-05,2,0.82,47.91666666666667,0.011,43.98,0,122.578,38605.671,19.718,86.06,82.66,20,Paris,-0.448077816564076,NA
Paris,2020-03-06,1,1.182,44.60093896713615,0.015,43.98,2,122.578,38605.671,19.718,86.06,82.66,21,Paris,-0.448077816564076,NA
Paris,2020-03-07,1,1.793,53.896103896103895,0.03,43.98,0,122.578,38605.671,19.718,86.06,82.66,22,Paris,-0.448077816564076,NA
Paris,2020-03-08,1,2.104,18.670886075949365,0.036,43.98,-6,122.578,38605.671,19.718,86.06,82.66,23,Paris,-0.448077816564076,NA
Paris,2020-03-09,2,2.58,25.422222222222224,0.047,43.98,-2,122.578,38605.671,19.718,86.06,82.66,24,Paris,-0.448077816564076,NA
Paris,2020-03-10,2,3.322,26.364280652019843,0.061,43.98,-2,122.578,38605.671,19.718,86.06,82.66,25,Paris,-0.448077816564076,NA
Paris,2020-03-11,2,4.239,28.60347728547392,0.093,43.98,-3,122.578,38605.671,19.718,86.06,82.66,26,Paris,-0.448077816564076,NA
Paris,2020-03-12,3,3.948,0,0.087,43.98,-5,122.578,38605.671,19.718,86.06,82.66,27,Paris,-0.448077816564076,NA
Paris,2020-03-13,5,6.481,60.53205407762756,0.148,43.98,-7,122.578,38605.671,19.718,86.06,82.66,28,Paris,-0.448077816564076,NA
Paris,2020-03-14,6,7.502,22.140722629720187,0.159,49.54,-11,122.578,38605.671,19.718,86.06,82.66,29,Paris,-0.337913325644286,NA
Paris,2020-03-15,6,7.204,0.800711743772242,0.152,49.54,-24,122.578,38605.671,19.718,86.06,82.66,30,Paris,-0.337913325644286,NA
Paris,2020-03-16,21,11.147,47.46248896734333,0.262,56.94,-57,122.578,38605.671,19.718,86.06,82.66,31,Paris,-0.19129152118269496,NA
Paris,2020-03-17,34,12.543,15.442166691605566,0.245,87.96,-78,122.578,38605.671,19.718,86.06,82.66,32,Paris,0.4233312321144069,NA
Paris,2020-03-18,40,14.443,18.263123784834736,0.214,87.96,-83,122.578,38605.671,19.718,86.06,82.66,33,Paris,0.4233312321144069,NA
Paris,2020-03-19,42,18.347,20.232354230600613,0.414,87.96,-84,122.578,38605.671,19.718,86.06,82.66,34,Paris,0.4233312321144069,NA
Paris,2020-03-20,44,19.192,16.298997265268916,0.787,87.96,-84,122.578,38605.671,19.718,86.06,82.66,35,Paris,0.4233312321144069,NA
Paris,2020-03-21,28,21.074,13.36416366201599,0.998,87.96,-67,122.578,38605.671,19.718,86.06,82.66,36,Paris,0.4233312321144069,NA
Paris,2020-03-22,22,25.851,15.868077162414437,1.237,87.96,-63,122.578,38605.671,19.718,86.06,82.66,37,Paris,0.4233312321144069,NA
Paris,2020-03-23,40,28.417,20.07996180928512,1.508,87.96,-85,122.578,38605.671,19.718,86.06,82.66,38,Paris,0.4233312321144069,NA
Paris,2020-03-24,42,30.991,11.176265964319436,2.015,87.96,-86,122.578,38605.671,19.718,86.06,82.66,39,Paris,0.4233312321144069,NA
Paris,2020-03-25,42,34.274,13.239763990702663,2.503,87.96,-86,122.578,38605.671,19.718,86.06,82.66,40,Paris,0.4233312321144069,NA
Paris,2020-03-26,43,38.655,15.465382489934477,3.072,87.96,-86,122.578,38605.671,19.718,86.06,82.66,41,Paris,0.4233312321144069,NA
Paris,2020-03-27,45,42.899,12.973471899357309,3.267,87.96,-85,122.578,38605.671,19.718,86.06,82.66,42,Paris,0.4233312321144069,NA
Paris,2020-03-28,28,49.115,14.055738796259872,3.702,87.96,-69,122.578,38605.671,19.718,86.06,82.66,43,Paris,0.4233312321144069,NA
Paris,2020-03-29,23,49.766,6.905974742650961,4.085,87.96,-66,122.578,38605.671,19.718,86.06,82.66,44,Paris,0.4233312321144069,NA
Paris,2020-03-30,41,51.858,10.805310832609505,4.576,87.96,-86,122.578,38605.671,19.718,86.06,82.66,45,Paris,0.4233312321144069,NA
Paris,2020-03-31,42,63.233,17.086608882617753,5.125,87.96,-87,122.578,38605.671,19.718,86.06,82.66,46,Paris,0.4233312321144069,NA
Paris,2020-04-01,41,67.212,9.265847966639887,7.284,87.96,-86,122.578,38605.671,19.718,86.06,82.66,47,Paris,0.4233312321144069,NA
Paris,2020-04-02,43,63.381,3.686845698680018,7.802,87.96,-86,122.578,38605.671,19.718,86.06,82.66,48,Paris,0.4233312321144069,NA
Paris,2020-04-03,45,66.402,8.820152630512595,9.542,87.96,-85,122.578,38605.671,19.718,86.06,82.66,49,Paris,0.4233312321144069,NA
Paris,2020-04-04,27,20.48,-26.49103208589338,11.096,87.96,-68,122.578,38605.671,19.718,86.06,82.66,50,Paris,0.4233312321144069,NA
Paris,2020-04-05,22,16.784,1.8046350626873233,11.572,87.96,-62,122.578,38605.671,19.718,86.06,82.66,51,Paris,0.4233312321144069,NA
Paris,2020-04-06,41,13.19,5.502456824166027,12.45,87.96,-86,122.578,38605.671,19.718,86.06,82.66,52,Paris,0.4233312321144069,NA
Paris,2020-04-07,41,-10.322,-6.8602983080158,14.386,87.96,-86,122.578,38605.671,19.718,86.06,82.66,53,Paris,0.4233312321144069,NA
Paris,2020-04-08,40,-12.414,8.133597771963878,12.889,87.96,-86,122.578,38605.671,19.718,86.06,82.66,54,Paris,0.4233312321144069,NA
Paris,2020-04-09,42,-8.866,7.3832705703303345,14.435,87.96,-86,122.578,38605.671,19.718,86.06,82.66,55,Paris,0.4233312321144069,NA
Paris,2020-04-10,43,-16.602,2.8436449532115926,14.145,87.96,-85,122.578,38605.671,19.718,86.06,82.66,56,Paris,0.4233312321144069,NA
Paris,2020-04-11,26,22.554,2.5530035335689045,13.264,87.96,-66,122.578,38605.671,19.718,86.06,82.66,57,Paris,0.4233312321144069,NA
Paris,2020-04-12,22,128.043,87.42527349470238,13.352,87.96,-61,122.578,38605.671,19.718,86.06,82.66,58,Paris,0.4233312321144069,NA
Paris,2020-04-13,43,129.073,2.8871873592484674,12.803,87.96,-92,122.578,38605.671,19.718,86.06,82.66,59,Paris,0.4233312321144069,NA
Paris,2020-04-14,40,173.346,15.58803559303863,11.38,87.96,-85,122.578,38605.671,19.718,86.06,82.66,60,Paris,0.4233312321144069,NA
Paris,2020-04-15,40,171.978,2.4795176997990414,13.27,87.96,-85,122.578,38605.671,19.718,86.06,82.66,61,Paris,0.4233312321144069,NA
Paris,2020-04-16,41,190.572,9.48652970102875,12.029,87.96,-85,122.578,38605.671,19.718,86.06,82.66,62,Paris,0.4233312321144069,NA
Paris,2020-04-17,42,191.261,1.3026466252428255,11.555,87.96,-83,122.578,38605.671,19.718,86.06,82.66,63,Paris,0.4233312321144069,NA
Paris,2020-04-18,26,196.253,2.5881120925899483,11.566,87.96,-64,122.578,38605.671,19.718,86.06,82.66,64,Paris,0.4233312321144069,NA
Paris,2020-04-19,21,91.266,0.7238355329007112,11.202,87.96,-58,122.578,38605.671,19.718,86.06,82.66,65,Paris,0.4233312321144069,NA
Paris,2020-04-20,39,89.798,1.6103451679773617,11.147,87.96,-84,122.578,38605.671,19.718,86.06,82.66,66,Paris,0.4233312321144069,NA
Paris,2020-04-21,40,58.543,1.7266615717412985,10.692,87.96,-84,122.578,38605.671,19.718,86.06,82.66,67,Paris,0.4233312321144069,NA
Paris,2020-04-22,39,55.566,1.1460004584001835,8.802,87.96,-83,122.578,38605.671,19.718,86.06,82.66,68,Paris,0.4233312321144069,NA
Paris,2020-04-23,40,25.356,-1.0763652843870384,8.301,87.96,-83,122.578,38605.671,19.718,86.06,82.66,69,Paris,0.4233312321144069,NA
Paris,2020-04-24,41,27.301,1.7886458214026648,7.517,87.96,-82,122.578,38605.671,19.718,86.06,82.66,70,Paris,0.4233312321144069,NA
Paris,2020-04-25,25,22.802,1.048953234689221,6.942,87.96,-62,122.578,38605.671,19.718,86.06,82.66,71,Paris,0.4233312321144069,NA
Paris,2020-04-26,20,21.831,0.39159402896434825,6.631,87.96,-56,122.578,38605.671,19.718,86.06,82.66,72,Paris,0.4233312321144069,NA
Paris,2020-04-27,38,24.451,2.2713827951688437,6.398,87.96,-82,122.578,38605.671,19.718,86.06,82.66,73,Paris,0.4233312321144069,NA
Paris,2020-04-28,39,25.436,1.8871335092729837,6.058,87.96,-83,122.578,38605.671,19.718,86.06,82.66,74,Paris,0.4233312321144069,NA
Paris,2020-04-29,39,18.554,-0.8604477876734202,5.808,87.96,-82,122.578,38605.671,19.718,86.06,82.66,75,Paris,0.4233312321144069,NA
Paris,2020-04-30,39,24.745,0.7265439057998246,5.328,87.96,-82,122.578,38605.671,19.718,86.06,82.66,76,Paris,0.4233312321144069,NA
Paris,2020-05-01,46,19.913,0.311498806710845,4.962,87.96,-91,122.578,38605.671,19.718,86.06,82.66,77,Paris,0.4233312321144069,NA
Paris,2020-05-02,24,18.04,0.46756834940107567,4.599,87.96,-60,122.578,38605.671,19.718,86.06,82.66,78,Paris,0.4233312321144069,NA
Paris,2020-05-03,20,17.465,0.21212958120567166,4.373,87.96,-55,122.578,38605.671,19.718,86.06,82.66,79,Paris,0.4233312321144069,NA
Paris,2020-05-04,36,10.86,0.32954145654978306,4.096,87.96,-80,122.578,38605.671,19.718,86.06,82.66,80,Paris,0.4233312321144069,NA
Paris,2020-05-05,38,6.599,0.6528269687087235,4.024,87.96,-81,122.578,38605.671,19.718,86.06,82.66,81,Paris,0.4233312321144069,NA
Paris,2020-05-06,36,18.421,2.4015933201330864,3.704,87.96,-79,122.578,38605.671,19.718,86.06,82.66,82,Paris,0.4233312321144069,NA
Paris,2020-05-07,37,17.412,0.42017521476567155,3.472,87.96,-79,122.578,38605.671,19.718,86.06,82.66,83,Paris,0.4233312321144069,NA
Paris,2020-05-08,43,17.423,0.29983737633825724,3.525,87.96,-88,122.578,38605.671,19.718,86.06,82.66,84,Paris,0.4233312321144069,NA
Paris,2020-05-09,24,16.866,0.2978150844184724,3.277,87.96,-57,122.578,38605.671,19.718,86.06,82.66,85,Paris,0.4233312321144069,NA
Paris,2020-05-10,18,16.63,0.13976514964413211,3.14,87.96,-50,122.578,38605.671,19.718,86.06,82.66,86,Paris,0.4233312321144069,NA
Paris,2020-05-11,27,16.105,0.17600403576132956,3.049,76.85,-71,122.578,38605.671,19.718,86.06,82.66,87,Paris,0.20320038784842356,NA
Paris,2020-05-12,28,15.336,0.42133181139106646,3.081,76.85,-70,122.578,38605.671,19.718,86.06,82.66,88,Paris,0.20320038784842356,NA
Paris,2020-05-13,27,7.692,0.290295979317108,2.679,76.85,-70,122.578,38605.671,19.718,86.06,82.66,89,Paris,0.20320038784842356,NA
Paris,2020-05-14,28,7.483,0.35668053757646134,3.043,76.85,-69,122.578,38605.671,19.718,86.06,82.66,90,Paris,0.20320038784842356,NA
Paris,2020-05-15,27,7.445,0.2839981177512664,2.747,76.85,-68,122.578,38605.671,19.718,86.06,82.66,91,Paris,0.20320038784842356,NA
Paris,2020-05-16,11,7.204,0.22909444211363086,2.785,76.85,-39,122.578,38605.671,19.718,86.06,82.66,92,Paris,0.20320038784842356,NA
Paris,2020-05-17,8,6.973,0.07710822138871908,3.658,76.85,-31,122.578,38605.671,19.718,86.06,82.66,93,Paris,0.20320038784842356,NA
Paris,2020-05-18,25,7.248,0.24435479876501764,3.375,76.85,-67,122.578,38605.671,19.718,86.06,82.66,94,Paris,0.20320038784842356,NA
Paris,2020-05-19,25,6.715,0.27505256743179957,2.18,76.85,-66,122.578,38605.671,19.718,86.06,82.66,95,Paris,0.20320038784842356,NA
Paris,2020-05-20,22,6.633,0.26389558057027723,2.235,76.85,-66,122.578,38605.671,19.718,86.06,82.66,96,Paris,0.20320038784842356,NA
Paris,2020-05-21,27,5.84,0.14579806694697756,1.666,76.85,-85,122.578,38605.671,19.718,86.06,82.66,97,Paris,0.20320038784842356,NA
Paris,2020-05-22,27,6.354,0.4122204834321172,1.763,76.85,-71,122.578,38605.671,19.718,86.06,82.66,98,Paris,0.20320038784842356,NA
Paris,2020-05-23,12,6.631,0.2964925904003736,1.738,76.85,-33,122.578,38605.671,19.718,86.06,82.66,99,Paris,0.20320038784842356,NA
Paris,2020-05-24,5,5.406,-0.23768401561459454,0.548,76.85,-24,122.578,38605.671,19.718,86.06,82.66,100,Paris,0.20320038784842356,NA
Paris,2020-05-25,23,5.155,0.17638120047758604,0.463,76.85,-66,122.578,38605.671,19.718,86.06,82.66,101,Paris,0.20320038784842356,NA
Paris,2020-05-26,23,4.635,0.13814773681501746,1.212,75,-63,122.578,38605.671,19.718,86.06,82.66,102,Paris,0.16654493673302592,NA
Paris,2020-05-27,22,3.979,0.09305345163384549,0.979,75,-62,122.578,38605.671,19.718,86.06,82.66,103,Paris,0.16654493673302592,NA
Paris,2020-05-28,23,10.483,1.8069098220655957,0.947,75,-63,122.578,38605.671,19.718,86.06,82.66,104,Paris,0.16654493673302592,NA
Paris,2020-05-29,22,10.141,0.31536194951023333,0.742,75,-62,122.578,38605.671,19.718,86.06,82.66,105,Paris,0.16654493673302592,NA
Paris,2020-05-30,6,12.781,0.9499917967282177,0.681,75,-18,122.578,38605.671,19.718,86.06,82.66,106,Paris,0.16654493673302592,NA
Paris,2020-05-31,3,14.198,0.12110472675418361,0.916,75,-8,122.578,38605.671,19.718,86.06,82.66,107,Paris,0.16654493673302592,NA
Paris,2020-06-01,21,14.372,0.21311690011781648,0.795,75,-78,122.578,38605.671,19.718,86.06,82.66,108,Paris,0.16654493673302592,NA
Paris,2020-06-02,17,12.464,-0.33806732085567087,0.729,72.22,-57,122.578,38605.671,19.718,86.06,82.66,109,Paris,0.11146269127313088,NA
Paris,2020-06-03,18,5.28,-1.6913518756389756,0.899,72.22,-57,122.578,38605.671,19.718,86.06,82.66,110,Paris,0.11146269127313088,NA
Paris,2020-06-04,22,7.43,2.325221722690644,0.852,72.22,-59,122.578,38605.671,19.718,86.06,82.66,111,Paris,0.11146269127313088,NA
Paris,2020-06-05,20,7.402,0.3028107719329334,0.839,72.22,-57,122.578,38605.671,19.718,86.06,82.66,112,Paris,0.11146269127313088,NA
Paris,2020-06-06,6,4.817,0.2972200571577033,0.784,72.22,-16,122.578,38605.671,19.718,86.06,82.66,113,Paris,0.11146269127313088,NA
Paris,2020-06-07,2,5.049,0.1766637999813493,0.746,72.22,-4,122.578,38605.671,19.718,86.06,82.66,114,Paris,0.11146269127313088,NA
Paris,2020-06-08,18,4.768,0.1417023939429984,0.795,72.22,-58,122.578,38605.671,19.718,86.06,82.66,115,Paris,0.11146269127313088,NA
Paris,2020-06-09,17,7.305,0.2855859159148303,0.757,72.22,-56,122.578,38605.671,19.718,86.06,82.66,116,Paris,0.11146269127313088,NA
Paris,2020-06-10,17,15.448,0.3218497347958185,0.63,72.22,-56,122.578,38605.671,19.718,86.06,82.66,117,Paris,0.11146269127313088,NA
Paris,2020-06-11,17,6.999,0.18684392885558093,0.592,72.22,-56,122.578,38605.671,19.718,86.06,82.66,118,Paris,0.11146269127313088,NA
Paris,2020-06-12,17,7.466,0.4109048616910631,0.556,72.22,-55,122.578,38605.671,19.718,86.06,82.66,119,Paris,0.11146269127313088,NA
Paris,2020-06-13,3,7.307,0.2535960118582924,0.541,72.22,-11,122.578,38605.671,19.718,86.06,82.66,120,Paris,0.11146269127313088,NA
Paris,2020-06-14,1,7.411,0.19849550585816222,0.535,72.22,0,122.578,38605.671,19.718,86.06,82.66,121,Paris,0.11146269127313088,NA
Paris,2020-06-15,15,7.119,0.06908182132190097,0.478,72.22,-55,122.578,38605.671,19.718,86.06,82.66,122,Paris,0.11146269127313088,NA
Paris,2020-06-16,15,7.352,0.33654139002253763,0.533,72.22,-53,122.578,38605.671,19.718,86.06,82.66,123,Paris,0.11146269127313088,NA
Paris,2020-06-17,14,7.062,0.2468798534909722,0.541,72.22,-53,122.578,38605.671,19.718,86.06,82.66,124,Paris,0.11146269127313088,NA
Paris,2020-06-18,14,7.531,0.2957280916454291,0.543,72.22,-53,122.578,38605.671,19.718,86.06,82.66,125,Paris,0.11146269127313088,NA
Paris,2020-06-19,13,7.5,0.3959927745155756,0.514,72.22,-52,122.578,38605.671,19.718,86.06,82.66,126,Paris,0.11146269127313088,NA
Paris,2020-06-20,1,7.758,0.31023214786897074,0.501,72.22,-8,122.578,38605.671,19.718,86.06,82.66,127,Paris,0.11146269127313088,NA
Paris,2020-06-21,-2,7.658,0.1713740400805408,0.493,72.22,4,122.578,38605.671,19.718,86.06,82.66,128,Paris,0.11146269127313088,NA
Paris,2020-06-22,11,7.671,0.070826475135917,0.484,51.85,-54,122.578,38605.671,19.718,86.06,82.66,129,Paris,-0.2921435461434379,NA
Paris,2020-06-23,11,7.745,0.34790063399657084,0.357,51.85,-52,122.578,38605.671,19.718,86.06,82.66,130,Paris,-0.2921435461434379,NA
Paris,2020-06-24,10,7.28,0.13311478666865345,0.332,51.85,-49,122.578,38605.671,19.718,86.06,82.66,131,Paris,-0.2921435461434379,NA
Paris,2020-06-25,11,6.58,0.12648935009275886,0.313,51.85,-49,122.578,38605.671,19.718,86.06,82.66,132,Paris,-0.2921435461434379,NA
Paris,2020-06-26,10,7.586,0.6257028629745409,0.338,51.85,-49,122.578,38605.671,19.718,86.06,82.66,133,Paris,-0.2921435461434379,NA
Paris,2020-06-27,2,7.225,0.22056361881880307,0.302,51.85,-13,122.578,38605.671,19.718,86.06,82.66,134,Paris,-0.2921435461434379,NA
Paris,2020-06-28,-3,5.641,-0.19944587451612267,0.29,51.85,6,122.578,38605.671,19.718,86.06,82.66,135,Paris,-0.2921435461434379,NA
Paris,2020-06-29,10,6.705,0.3174868821311491,0.313,51.85,-47,122.578,38605.671,19.718,86.06,82.66,136,Paris,-0.2921435461434379,NA
Paris,2020-06-30,10,6.161,0.2163854310289839,0.262,51.85,-46,122.578,38605.671,19.718,86.06,82.66,137,Paris,-0.2921435461434379,NA
Melbourne,2020-02-15,2,0,NA,0,19.44,0,3.202,44648.71,15.504,107.791,83.44,1,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-16,0,0,0,0,19.44,-2,3.202,44648.71,15.504,107.791,83.44,2,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-17,-2,0,0,0,19.44,7,3.202,44648.71,15.504,107.791,83.44,3,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-18,1,0,0,0,19.44,6,3.202,44648.71,15.504,107.791,83.44,4,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-19,1,0,0,0,19.44,4,3.202,44648.71,15.504,107.791,83.44,5,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-20,-1,0,0,0,19.44,5,3.202,44648.71,15.504,107.791,83.44,6,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-21,-2,0,0,0,19.44,7,3.202,44648.71,15.504,107.791,83.44,7,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-22,-1,0,0,0,19.44,4,3.202,44648.71,15.504,107.791,83.44,8,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-23,-2,0,0,0,19.44,-2,3.202,44648.71,15.504,107.791,83.44,9,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-24,0,0,0,0,19.44,7,3.202,44648.71,15.504,107.791,83.44,10,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-25,0,0,0,0,19.44,5,3.202,44648.71,15.504,107.791,83.44,11,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-26,0,0,0,0,19.44,5,3.202,44648.71,15.504,107.791,83.44,12,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-27,0,0,0,0,19.44,7,3.202,44648.71,15.504,107.791,83.44,13,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-28,-2,0,0,0,19.44,7,3.202,44648.71,15.504,107.791,83.44,14,Melbourne,-0.9343074221704873,NA
Melbourne,2020-02-29,-1,0.056,66.66666666666666,0,19.44,4,3.202,44648.71,15.504,107.791,83.44,15,Melbourne,-0.9343074221704873,NA
Melbourne,2020-03-01,0,0.067,8,0.006,19.44,-1,3.202,44648.71,15.504,107.791,83.44,16,Melbourne,-0.9343074221704873,NA
Melbourne,2020-03-02,-1,0.084,11.11111111111111,0.006,19.44,9,3.202,44648.71,15.504,107.791,83.44,17,Melbourne,-0.9343074221704873,NA
Melbourne,2020-03-03,0,0.134,30,0.006,19.44,6,3.202,44648.71,15.504,107.791,83.44,18,Melbourne,-0.9343074221704873,NA
