Country,City,Date,Mobility_Retail,Mobility_Transit,Mobility_Workplace,Mobility_Residential,Response_Stringency
Italy,Milan,15/02/2020,2,8,-2,-1,19
Italy,Milan,16/02/2020,-1,2,0,-1,19
Italy,Milan,17/02/2020,-3,1,0,0,19
Italy,Milan,18/02/2020,2,4,1,0,19
Italy,Milan,19/02/2020,2,4,1,-1,19
Italy,Milan,20/02/2020,2,4,0,-1,19
Italy,Milan,21/02/2020,1,3,0,0,28
Italy,Milan,22/02/2020,-6,1,-1,0,37
Italy,Milan,23/02/2020,-19,-13,-2,2,70
Italy,Milan,24/02/2020,-18,-32,-22,9,70
Italy,Milan,25/02/2020,-22,-37,-23,11,70
Italy,Milan,26/02/2020,-23,-40,-23,11,70
Italy,Milan,27/02/2020,-19,-39,-23,10,70
Italy,Milan,28/02/2020,-16,-37,-24,10,70
Italy,Milan,29/02/2020,-24,-34,-20,8,70
Italy,Milan,01/03/2020,-33,-40,-14,7,70
Italy,Milan,02/03/2020,-26,-44,-20,11,70
Italy,Milan,03/03/2020,-13,-35,-19,9,70
Italy,Milan,04/03/2020,-14,-34,-19,8,75
Italy,Milan,05/03/2020,-22,-42,-21,11,75
Italy,Milan,06/03/2020,-20,-40,-22,11,75
Italy,Milan,07/03/2020,-25,-31,-19,7,75
Italy,Milan,08/03/2020,-48,-42,-19,8,75
Italy,Milan,09/03/2020,-42,-57,-31,16,75
Italy,Milan,10/03/2020,-50,-61,-38,20,82
Italy,Milan,11/03/2020,-57,-65,-43,22,85
Italy,Milan,12/03/2020,-74,-74,-52,28,85
Italy,Milan,13/03/2020,-78,-76,-58,31,85
Italy,Milan,14/03/2020,-86,-80,-63,26,85
Italy,Milan,15/03/2020,-91,-83,-57,22,85
Italy,Milan,16/03/2020,-78,-79,-63,30,85
Italy,Milan,17/03/2020,-80,-80,-65,32,85
Italy,Milan,18/03/2020,-82,-81,-66,33,85
Italy,Milan,19/03/2020,-82,-82,-67,34,85
Italy,Milan,20/03/2020,-82,-82,-68,36,92
Italy,Milan,21/03/2020,-88,-83,-67,27,92
Italy,Milan,22/03/2020,-95,-89,-65,24,92
Italy,Milan,23/03/2020,-84,-86,-74,35,92
Italy,Milan,24/03/2020,-84,-85,-74,36,92
Italy,Milan,25/03/2020,-86,-86,-75,37,92
Italy,Milan,26/03/2020,-86,-86,-77,39,92
Italy,Milan,27/03/2020,-86,-86,-77,40,92
Italy,Milan,28/03/2020,-89,-85,-70,28,92
Italy,Milan,29/03/2020,-95,-89,-65,24,92
Italy,Milan,30/03/2020,-85,-85,-75,36,92
Italy,Milan,31/03/2020,-92,-84,-76,37,92
Italy,Milan,01/04/2020,-92,-84,-75,37,92
Italy,Milan,02/04/2020,-92,-84,-75,38,92
Italy,Milan,03/04/2020,-88,-84,-74,39,92
Italy,Milan,04/04/2020,-91,-84,-68,28,92
Italy,Milan,05/04/2020,-96,-88,-64,24,92
Italy,Milan,06/04/2020,-86,-83,-71,34,92
Italy,Milan,07/04/2020,-85,-83,-72,35,92
Italy,Milan,08/04/2020,-85,-83,-71,35,92
Italy,Milan,09/04/2020,-84,-83,-71,35,92
Italy,Milan,10/04/2020,-84,-82,-73,38,88
Italy,Milan,11/04/2020,-89,-82,-67,27,88
Italy,Milan,12/04/2020,-97,-90,-68,25,94
Italy,Milan,13/04/2020,-96,-92,-92,43,94
Italy,Milan,14/04/2020,-83,-82,-68,34,94
Italy,Milan,15/04/2020,-83,-82,-67,34,94
Italy,Milan,16/04/2020,-82,-82,-67,34,94
Italy,Milan,17/04/2020,-83,-82,-67,36,94
Italy,Milan,18/04/2020,-88,-81,-63,27,94
Italy,Milan,19/04/2020,-95,-87,-60,23,94
Italy,Milan,20/04/2020,-82,-83,-65,32,94
Italy,Milan,21/04/2020,-82,-82,-65,33,94
Italy,Milan,22/04/2020,-82,-80,-63,32,94
Italy,Milan,23/04/2020,-81,-80,-64,33,94
Italy,Milan,24/04/2020,-81,-80,-64,34,94
Italy,Milan,25/04/2020,-92,-84,-71,28,94
Italy,Milan,26/04/2020,-94,-85,-57,23,94
Italy,Milan,27/04/2020,-78,-79,-61,30,94
Italy,Milan,28/04/2020,-80,-80,-62,30,94
Italy,Milan,29/04/2020,-80,-79,-61,31,94
Italy,Milan,30/04/2020,-77,-79,-61,31,94
Italy,Milan,01/05/2020,-93,-89,-89,45,94
Italy,Milan,02/05/2020,-83,-77,-58,25,94
Italy,Milan,03/05/2020,-92,-82,-50,22,94
Italy,Milan,04/05/2020,-64,-65,-49,21,63
Italy,Milan,05/05/2020,-65,-66,-49,23,63
Italy,Milan,06/05/2020,-66,-66,-48,23,63
Italy,Milan,07/05/2020,-64,-65,-48,23,63
Italy,Milan,08/05/2020,-65,-65,-48,24,63
Italy,Milan,09/05/2020,-67,-57,-43,17,63
Italy,Milan,10/05/2020,-76,-64,-29,14,63
Italy,Milan,11/05/2020,-68,-72,-47,23,63
Italy,Milan,12/05/2020,-61,-64,-46,22,63
Italy,Milan,13/05/2020,-67,-69,-46,23,63
Italy,Milan,14/05/2020,-61,-63,-45,21,63
Italy,Milan,15/05/2020,-64,-66,-46,24,63
Italy,Milan,16/05/2020,-65,-58,-37,17,67
Italy,Milan,17/05/2020,-70,-58,-22,13,67
Italy,Milan,18/05/2020,-42,-56,-40,17,64
Italy,Milan,19/05/2020,-46,-59,-41,19,64
Italy,Milan,20/05/2020,-41,-53,-39,17,64
Italy,Milan,21/05/2020,-40,-54,-41,17,64
Italy,Milan,22/05/2020,-41,-54,-39,18,64
Italy,Milan,23/05/2020,-43,-43,-26,11,64
Italy,Milan,24/05/2020,-43,-40,-9,7,64
Italy,Milan,25/05/2020,-37,-54,-39,15,64
Italy,Milan,26/05/2020,-36,-52,-37,15,64
Italy,Milan,27/05/2020,-36,-51,-37,15,64
Italy,Milan,28/05/2020,-36,-52,-37,15,64
Italy,Milan,29/05/2020,-36,-51,-37,16,64
Italy,Milan,30/05/2020,-35,-35,-21,8,64
Italy,Milan,31/05/2020,-37,-37,-1,6,64
Italy,Milan,01/06/2020,-16,-44,-53,14,64
Italy,Milan,02/06/2020,-35,-54,-77,22,53
Italy,Milan,03/06/2020,-37,-49,-35,14,44
Italy,Milan,04/06/2020,-42,-58,-38,17,44
Italy,Milan,05/06/2020,-28,-46,-35,12,44
Italy,Milan,06/06/2020,-30,-35,-19,6,44
Italy,Milan,07/06/2020,-46,-58,-8,9,44
Italy,Milan,08/06/2020,-32,-53,-35,13,44
Italy,Milan,09/06/2020,-27,-48,-34,12,44
Italy,Milan,10/06/2020,-29,-49,-33,13,44
Italy,Milan,11/06/2020,-25,-49,-34,13,50
Italy,Milan,12/06/2020,-24,-44,-34,11,50
Italy,Milan,13/06/2020,-29,-35,-16,5,50
Italy,Milan,14/06/2020,-27,-34,5,2,50
Spain,Barcelona,15/02/2020,2,8,0,-1,11
Spain,Barcelona,16/02/2020,-6,4,-2,-1,11
Spain,Barcelona,17/02/2020,0,4,2,0,11
Spain,Barcelona,18/02/2020,0,3,2,0,11
Spain,Barcelona,19/02/2020,0,1,2,0,11
Spain,Barcelona,20/02/2020,1,4,2,0,11
Spain,Barcelona,21/02/2020,1,4,0,-1,11
Spain,Barcelona,22/02/2020,1,13,2,-2,11
Spain,Barcelona,23/02/2020,0,12,0,-3,11
Spain,Barcelona,24/02/2020,2,-1,-14,2,11
Spain,Barcelona,25/02/2020,-3,1,1,0,11
Spain,Barcelona,26/02/2020,-4,-1,2,0,11
Spain,Barcelona,27/02/2020,-1,1,2,0,11
Spain,Barcelona,28/02/2020,0,1,2,-1,11
Spain,Barcelona,29/02/2020,-1,5,1,-2,11
Spain,Barcelona,01/03/2020,-1,5,2,-2,11
Spain,Barcelona,02/03/2020,-5,-2,1,1,11
Spain,Barcelona,03/03/2020,-2,-1,2,0,11
Spain,Barcelona,04/03/2020,-1,0,2,0,11
Spain,Barcelona,05/03/2020,-1,0,2,0,11
Spain,Barcelona,06/03/2020,-1,-2,-1,1,11
Spain,Barcelona,07/03/2020,-1,3,1,-1,11
Spain,Barcelona,08/03/2020,-3,10,0,-2,11
Spain,Barcelona,09/03/2020,-4,-1,2,0,25
Spain,Barcelona,10/03/2020,-4,-3,1,0,46
Spain,Barcelona,11/03/2020,-6,-5,0,1,46
Spain,Barcelona,12/03/2020,-11,-11,-2,2,46
Spain,Barcelona,13/03/2020,-32,-31,-24,11,46
Spain,Barcelona,14/03/2020,-74,-50,-34,16,67
Spain,Barcelona,15/03/2020,-87,-68,-48,16,67
Spain,Barcelona,16/03/2020,-82,-71,-54,26,69
Spain,Barcelona,17/03/2020,-83,-74,-60,28,72
Spain,Barcelona,18/03/2020,-84,-76,-62,29,72
Spain,Barcelona,19/03/2020,-85,-77,-64,31,72
Spain,Barcelona,20/03/2020,-87,-79,-65,34,72
Spain,Barcelona,21/03/2020,-92,-83,-64,26,72
Spain,Barcelona,22/03/2020,-94,-87,-65,22,72
Spain,Barcelona,23/03/2020,-87,-82,-68,31,72
Spain,Barcelona,24/03/2020,-87,-81,-69,33,72
Spain,Barcelona,25/03/2020,-88,-82,-70,33,72
Spain,Barcelona,26/03/2020,-88,-83,-71,35,72
Spain,Barcelona,27/03/2020,-88,-83,-70,36,72
Spain,Barcelona,28/03/2020,-92,-85,-66,27,72
Spain,Barcelona,29/03/2020,-94,-88,-64,21,72
Spain,Barcelona,30/03/2020,-90,-85,-77,35,85
Spain,Barcelona,31/03/2020,-92,-84,-78,35,85
Spain,Barcelona,01/04/2020,-93,-85,-78,36,85
Spain,Barcelona,02/04/2020,-92,-84,-78,37,85
Spain,Barcelona,03/04/2020,-89,-84,-77,39,85
Spain,Barcelona,04/04/2020,-92,-85,-68,27,85
Spain,Barcelona,05/04/2020,-94,-88,-68,22,85
Spain,Barcelona,06/04/2020,-88,-83,-77,35,85
Spain,Barcelona,07/04/2020,-90,-83,-78,35,85
Spain,Barcelona,08/04/2020,-89,-83,-78,35,85
Spain,Barcelona,09/04/2020,-88,-82,-80,36,85
Spain,Barcelona,10/04/2020,-96,-91,-91,45,85
Spain,Barcelona,11/04/2020,-92,-83,-66,27,85
Spain,Barcelona,12/04/2020,-94,-88,-68,22,85
Spain,Barcelona,13/04/2020,-95,-91,-91,41,85
Spain,Barcelona,14/04/2020,-87,-79,-70,32,85
Spain,Barcelona,15/04/2020,-87,-80,-70,33,85
Spain,Barcelona,16/04/2020,-87,-80,-70,34,85
Spain,Barcelona,17/04/2020,-88,-80,-69,36,85
Spain,Barcelona,18/04/2020,-92,-83,-62,26,85
Spain,Barcelona,19/04/2020,-95,-90,-66,22,85
Spain,Barcelona,20/04/2020,-88,-81,-68,32,85
Spain,Barcelona,21/04/2020,-89,-82,-69,33,85
Spain,Barcelona,22/04/2020,-87,-79,-68,32,85
Spain,Barcelona,23/04/2020,-85,-78,-68,33,85
Spain,Barcelona,24/04/2020,-87,-79,-67,35,85
Spain,Barcelona,25/04/2020,-91,-81,-60,26,85
Spain,Barcelona,26/04/2020,-91,-79,-61,21,85
Spain,Barcelona,27/04/2020,-84,-75,-65,30,85
Spain,Barcelona,28/04/2020,-84,-74,-65,29,85
Spain,Barcelona,29/04/2020,-84,-74,-65,30,85
Spain,Barcelona,30/04/2020,-81,-73,-65,30,85
Spain,Barcelona,01/05/2020,-93,-85,-89,43,85
Spain,Barcelona,02/05/2020,-84,-60,-55,22,85
Spain,Barcelona,03/05/2020,-83,-60,-52,18,85
Spain,Barcelona,04/05/2020,-75,-59,-61,26,82
Spain,Barcelona,05/05/2020,-75,-60,-60,26,82
Spain,Barcelona,06/05/2020,-75,-59,-60,27,82
Spain,Barcelona,07/05/2020,-76,-61,-60,27,82
Spain,Barcelona,08/05/2020,-77,-61,-59,29,82
Spain,Barcelona,09/05/2020,-83,-61,-49,21,82
Spain,Barcelona,10/05/2020,-89,-75,-54,20,82
Spain,Barcelona,11/05/2020,-71,-56,-57,24,82
Spain,Barcelona,12/05/2020,-71,-56,-56,25,82
Spain,Barcelona,13/05/2020,-71,-56,-56,25,83
Spain,Barcelona,14/05/2020,-76,-66,-57,26,83
Spain,Barcelona,15/05/2020,-73,-57,-55,27,83
Spain,Barcelona,16/05/2020,-81,-63,-45,21,83
Spain,Barcelona,17/05/2020,-79,-55,-43,16,79
Spain,Barcelona,18/05/2020,-61,-50,-52,22,79
Spain,Barcelona,19/05/2020,-62,-50,-52,22,79
Spain,Barcelona,20/05/2020,-61,-51,-52,22,79
Spain,Barcelona,21/05/2020,-61,-51,-52,23,79
Spain,Barcelona,22/05/2020,-62,-51,-51,24,75
Spain,Barcelona,23/05/2020,-68,-46,-33,17,75
Spain,Barcelona,24/05/2020,-71,-52,-34,14,75
Spain,Barcelona,25/05/2020,-46,-41,-48,18,75
Spain,Barcelona,26/05/2020,-47,-42,-47,18,72
Spain,Barcelona,27/05/2020,-48,-42,-47,19,68
Spain,Barcelona,28/05/2020,-47,-42,-46,19,68
Spain,Barcelona,29/05/2020,-54,-49,-46,21,68
Spain,Barcelona,30/05/2020,-53,-32,-19,11,68
Spain,Barcelona,31/05/2020,-56,-39,-17,9,68
Spain,Barcelona,01/06/2020,-48,-48,-60,21,67
Spain,Barcelona,02/06/2020,-42,-37,-43,16,67
Spain,Barcelona,03/06/2020,-46,-43,-43,18,67
Spain,Barcelona,04/06/2020,-45,-42,-44,19,67
Spain,Barcelona,05/06/2020,-39,-37,-41,17,67
Spain,Barcelona,06/06/2020,-45,-28,-15,9,67
Spain,Barcelona,07/06/2020,-64,-53,-20,12,67
Spain,Barcelona,08/06/2020,-31,-40,-41,16,57
Spain,Barcelona,09/06/2020,-36,-44,-41,16,57
Spain,Barcelona,10/06/2020,-30,-37,-40,15,57
Spain,Barcelona,11/06/2020,-30,-39,-40,16,57
Spain,Barcelona,12/06/2020,-28,-35,-38,14,57
Spain,Barcelona,13/06/2020,-32,-25,-8,6,57
Spain,Barcelona,14/06/2020,-41,-31,-4,5,57
Philippines,Manila,15/02/2020,8,5,5,0,25
Philippines,Manila,16/02/2020,3,-1,1,0,25
Philippines,Manila,17/02/2020,0,-1,4,0,25
Philippines,Manila,18/02/2020,0,2,4,0,25
Philippines,Manila,19/02/2020,-3,-5,4,0,25
Philippines,Manila,20/02/2020,-1,-2,4,0,25
Philippines,Manila,21/02/2020,-2,-5,5,1,25
Philippines,Manila,22/02/2020,0,0,5,0,25
Philippines,Manila,23/02/2020,-4,-9,2,1,25
Philippines,Manila,24/02/2020,0,-6,1,0,25
Philippines,Manila,25/02/2020,-6,-28,-46,12,25
Philippines,Manila,26/02/2020,-3,-3,4,0,25
Philippines,Manila,27/02/2020,-2,-4,4,0,25
Philippines,Manila,28/02/2020,0,-4,5,0,25
Philippines,Manila,29/02/2020,5,4,7,0,25
Philippines,Manila,01/03/2020,2,-4,4,0,25
Philippines,Manila,02/03/2020,0,-4,6,0,25
Philippines,Manila,03/03/2020,0,-3,5,0,25
Philippines,Manila,04/03/2020,-2,-6,4,1,25
Philippines,Manila,05/03/2020,-1,-3,4,0,25
Philippines,Manila,06/03/2020,-3,-6,5,1,25
Philippines,Manila,07/03/2020,-1,-2,6,0,25
Philippines,Manila,08/03/2020,-6,-10,2,1,25
Philippines,Manila,09/03/2020,-5,-9,2,1,25
Philippines,Manila,10/03/2020,-11,-16,-14,6,34
Philippines,Manila,11/03/2020,-15,-23,-15,7,34
Philippines,Manila,12/03/2020,-16,-22,-16,7,34
Philippines,Manila,13/03/2020,-22,-25,-19,10,34
Philippines,Manila,14/03/2020,-28,-23,-11,8,34
Philippines,Manila,15/03/2020,-54,-58,-16,15,75
Philippines,Manila,16/03/2020,-48,-53,-35,17,75
Philippines,Manila,17/03/2020,-76,-81,-71,32,75
Philippines,Manila,18/03/2020,-81,-87,-76,36,97
Philippines,Manila,19/03/2020,-83,-88,-78,38,97
Philippines,Manila,20/03/2020,-84,-90,-79,41,97
Philippines,Manila,21/03/2020,-84,-89,-72,32,97
Philippines,Manila,22/03/2020,-85,-89,-63,27,100
Philippines,Manila,23/03/2020,-83,-91,-80,38,100
Philippines,Manila,24/03/2020,-84,-91,-81,39,100
Philippines,Manila,25/03/2020,-85,-91,-81,39,100
Philippines,Manila,26/03/2020,-85,-91,-82,40,100
Philippines,Manila,27/03/2020,-85,-92,-81,42,100
Philippines,Manila,28/03/2020,-84,-90,-74,34,100
Philippines,Manila,29/03/2020,-86,-90,-65,28,100
Philippines,Manila,30/03/2020,-84,-92,-81,39,100
Philippines,Manila,31/03/2020,-85,-92,-82,39,100
Philippines,Manila,01/04/2020,-85,-92,-82,40,100
Philippines,Manila,02/04/2020,-86,-92,-82,41,100
Philippines,Manila,03/04/2020,-86,-92,-81,44,100
Philippines,Manila,04/04/2020,-85,-91,-74,34,100
Philippines,Manila,05/04/2020,-86,-91,-66,28,100
Philippines,Manila,06/04/2020,-84,-92,-81,39,100
Philippines,Manila,07/04/2020,-83,-91,-82,39,100
Philippines,Manila,08/04/2020,-82,-91,-81,39,100
Philippines,Manila,09/04/2020,-89,-93,-87,42,100
Philippines,Manila,10/04/2020,-92,-95,-88,47,100
Philippines,Manila,11/04/2020,-86,-92,-77,35,100
Philippines,Manila,12/04/2020,-85,-90,-67,28,100
Philippines,Manila,13/04/2020,-82,-91,-80,38,100
Philippines,Manila,14/04/2020,-82,-90,-81,39,100
Philippines,Manila,15/04/2020,-82,-91,-80,40,100
Philippines,Manila,16/04/2020,-84,-91,-81,40,100
Philippines,Manila,17/04/2020,-85,-92,-80,43,100
Philippines,Manila,18/04/2020,-84,-90,-74,34,100
Philippines,Manila,19/04/2020,-85,-90,-66,28,100
Philippines,Manila,20/04/2020,-82,-91,-80,38,100
Philippines,Manila,21/04/2020,-84,-92,-81,40,100
Philippines,Manila,22/04/2020,-85,-92,-81,41,100
Philippines,Manila,23/04/2020,-85,-92,-82,41,100
Philippines,Manila,24/04/2020,-86,-93,-81,44,100
Philippines,Manila,25/04/2020,-85,-91,-74,35,100
Philippines,Manila,26/04/2020,-86,-91,-66,29,100
Philippines,Manila,27/04/2020,-83,-91,-79,39,100
Philippines,Manila,28/04/2020,-83,-91,-80,39,100
Philippines,Manila,29/04/2020,-83,-91,-79,39,100
Philippines,Manila,30/04/2020,-88,-89,-79,39,100
Philippines,Manila,01/05/2020,-90,-90,-83,44,96
Philippines,Manila,02/05/2020,-89,-88,-72,34,96
Philippines,Manila,03/05/2020,-90,-88,-65,28,96
Philippines,Manila,04/05/2020,-88,-88,-78,38,96
Philippines,Manila,05/05/2020,-88,-88,-78,38,96
Philippines,Manila,06/05/2020,-88,-88,-78,39,96
Philippines,Manila,07/05/2020,-87,-88,-78,39,96
Philippines,Manila,08/05/2020,-87,-89,-77,41,96
Philippines,Manila,09/05/2020,-85,-86,-69,32,96
Philippines,Manila,10/05/2020,-83,-85,-59,25,96
Philippines,Manila,11/05/2020,-85,-87,-76,37,96
Philippines,Manila,12/05/2020,-86,-87,-77,38,96
Philippines,Manila,13/05/2020,-86,-87,-76,38,96
Philippines,Manila,14/05/2020,-85,-87,-76,38,96
Philippines,Manila,15/05/2020,-88,-90,-77,41,96
Philippines,Manila,16/05/2020,-81,-83,-65,30,96
Philippines,Manila,17/05/2020,-82,-83,-55,26,96
Philippines,Manila,18/05/2020,-79,-83,-68,33,96
Philippines,Manila,19/05/2020,-80,-83,-70,34,96
Philippines,Manila,20/05/2020,-79,-84,-69,35,96
Philippines,Manila,21/05/2020,-79,-84,-70,35,96
Philippines,Manila,22/05/2020,-80,-85,-68,38,96
Philippines,Manila,23/05/2020,-79,-82,-59,30,96
Philippines,Manila,24/05/2020,-80,-81,-52,25,96
Philippines,Manila,25/05/2020,-79,-85,-77,37,96
Philippines,Manila,26/05/2020,-78,-82,-66,33,96
Philippines,Manila,27/05/2020,-78,-83,-66,34,96
Philippines,Manila,28/05/2020,-78,-83,-66,35,96
Philippines,Manila,29/05/2020,-79,-83,-65,37,78
Philippines,Manila,30/05/2020,-76,-80,-54,28,78
Philippines,Manila,31/05/2020,-77,-78,-45,24,78
Philippines,Manila,01/06/2020,-72,-75,-58,29,78
Philippines,Manila,02/06/2020,-72,-74,-60,30,78
Philippines,Manila,03/06/2020,-71,-73,-59,30,78
Philippines,Manila,04/06/2020,-72,-73,-60,30,78
Philippines,Manila,05/06/2020,-68,-74,-58,32,78
Philippines,Manila,06/06/2020,-66,-71,-47,25,78
Philippines,Manila,07/06/2020,-68,-69,-39,22,78
Philippines,Manila,08/06/2020,-64,-71,-55,27,78
Philippines,Manila,09/06/2020,-66,-70,-57,28,78
Philippines,Manila,10/06/2020,-66,-71,-57,29,78
Philippines,Manila,11/06/2020,-65,-68,-58,28,78
Philippines,Manila,12/06/2020,-69,-77,-70,36,78
Philippines,Manila,13/06/2020,-64,-69,-45,25,78
Philippines,Manila,14/06/2020,-66,-67,-35,21,78
Spain,Madrid,15/02/2020,-1,7,-1,-2,11
Spain,Madrid,16/02/2020,3,4,0,-2,11
Spain,Madrid,17/02/2020,1,4,4,-1,11
Spain,Madrid,18/02/2020,-1,4,4,-1,11
Spain,Madrid,19/02/2020,-1,2,4,-1,11
Spain,Madrid,20/02/2020,-2,3,3,-1,11
Spain,Madrid,21/02/2020,-2,5,4,-2,11
Spain,Madrid,22/02/2020,-3,10,1,-2,11
Spain,Madrid,23/02/2020,4,6,2,-4,11
Spain,Madrid,24/02/2020,4,6,4,-2,11
Spain,Madrid,25/02/2020,-2,4,4,-1,11
Spain,Madrid,26/02/2020,2,3,4,-1,11
Spain,Madrid,27/02/2020,4,6,3,-2,11
Spain,Madrid,28/02/2020,0,1,-12,0,11
Spain,Madrid,29/02/2020,-9,-3,-2,-1,11
Spain,Madrid,01/03/2020,-4,-4,1,-2,11
Spain,Madrid,02/03/2020,0,-5,-15,1,11
Spain,Madrid,03/03/2020,-6,0,3,-1,11
Spain,Madrid,04/03/2020,-2,1,3,-1,11
Spain,Madrid,05/03/2020,-4,-2,3,0,11
Spain,Madrid,06/03/2020,-4,-1,1,0,11
Spain,Madrid,07/03/2020,-4,2,-1,-1,11
Spain,Madrid,08/03/2020,-1,2,-1,-1,11
Spain,Madrid,09/03/2020,-1,0,1,-1,25
Spain,Madrid,10/03/2020,-7,-7,-1,0,46
Spain,Madrid,11/03/2020,-16,-21,-21,8,46
Spain,Madrid,12/03/2020,-32,-33,-28,12,46
Spain,Madrid,13/03/2020,-47,-46,-37,17,46
Spain,Madrid,14/03/2020,-82,-65,-46,18,67
Spain,Madrid,15/03/2020,-89,-77,-53,19,67
Spain,Madrid,16/03/2020,-82,-75,-65,29,69
Spain,Madrid,17/03/2020,-85,-79,-69,31,72
Spain,Madrid,18/03/2020,-86,-81,-71,33,72
Spain,Madrid,19/03/2020,-87,-82,-73,35,72
Spain,Madrid,20/03/2020,-89,-83,-73,38,72
Spain,Madrid,21/03/2020,-93,-87,-66,26,72
Spain,Madrid,22/03/2020,-93,-88,-66,23,72
Spain,Madrid,23/03/2020,-86,-83,-75,33,72
Spain,Madrid,24/03/2020,-88,-84,-76,35,72
Spain,Madrid,25/03/2020,-89,-85,-77,36,72
Spain,Madrid,26/03/2020,-89,-85,-77,37,72
Spain,Madrid,27/03/2020,-90,-86,-77,40,72
Spain,Madrid,28/03/2020,-93,-87,-68,27,72
Spain,Madrid,29/03/2020,-94,-89,-65,22,72
Spain,Madrid,30/03/2020,-89,-87,-82,36,85
Spain,Madrid,31/03/2020,-92,-88,-83,37,85
Spain,Madrid,01/04/2020,-91,-87,-83,38,85
Spain,Madrid,02/04/2020,-91,-87,-83,39,85
Spain,Madrid,03/04/2020,-90,-87,-82,41,85
Spain,Madrid,04/04/2020,-93,-88,-69,27,85
Spain,Madrid,05/04/2020,-94,-90,-69,23,85
Spain,Madrid,06/04/2020,-88,-86,-82,36,85
Spain,Madrid,07/04/2020,-91,-86,-82,36,85
Spain,Madrid,08/04/2020,-90,-85,-82,36,85
Spain,Madrid,09/04/2020,-95,-92,-92,43,85
Spain,Madrid,10/04/2020,-96,-93,-92,46,85
Spain,Madrid,11/04/2020,-94,-87,-68,27,85
Spain,Madrid,12/04/2020,-96,-90,-68,23,85
Spain,Madrid,13/04/2020,-90,-84,-78,35,85
Spain,Madrid,14/04/2020,-91,-84,-77,35,85
Spain,Madrid,15/04/2020,-91,-84,-77,36,85
Spain,Madrid,16/04/2020,-90,-84,-77,37,85
Spain,Madrid,17/04/2020,-91,-84,-76,39,85
Spain,Madrid,18/04/2020,-94,-86,-66,26,85
Spain,Madrid,19/04/2020,-95,-89,-67,23,85
Spain,Madrid,20/04/2020,-89,-82,-75,34,85
Spain,Madrid,21/04/2020,-90,-83,-76,35,85
Spain,Madrid,22/04/2020,-90,-83,-75,35,85
Spain,Madrid,23/04/2020,-90,-83,-75,36,85
Spain,Madrid,24/04/2020,-91,-83,-74,38,85
Spain,Madrid,25/04/2020,-93,-85,-65,26,85
Spain,Madrid,26/04/2020,-93,-84,-65,22,85
Spain,Madrid,27/04/2020,-88,-80,-73,33,85
Spain,Madrid,28/04/2020,-88,-80,-74,32,85
Spain,Madrid,29/04/2020,-88,-80,-73,34,85
Spain,Madrid,30/04/2020,-86,-79,-73,34,85
Spain,Madrid,01/05/2020,-95,-89,-91,45,85
Spain,Madrid,02/05/2020,-88,-69,-64,23,85
Spain,Madrid,03/05/2020,-86,-69,-57,19,85
Spain,Madrid,04/05/2020,-79,-68,-69,29,82
Spain,Madrid,05/05/2020,-80,-69,-69,30,82
Spain,Madrid,06/05/2020,-81,-68,-69,30,82
Spain,Madrid,07/05/2020,-81,-70,-69,31,82
Spain,Madrid,08/05/2020,-83,-69,-68,33,82
Spain,Madrid,09/05/2020,-87,-67,-54,22,82
Spain,Madrid,10/05/2020,-88,-72,-56,20,82
Spain,Madrid,11/05/2020,-77,-67,-65,28,82
Spain,Madrid,12/05/2020,-82,-73,-66,30,82
Spain,Madrid,13/05/2020,-79,-67,-65,29,83
Spain,Madrid,14/05/2020,-80,-70,-67,29,83
Spain,Madrid,15/05/2020,-86,-78,-80,38,83
Spain,Madrid,16/05/2020,-84,-66,-51,22,83
Spain,Madrid,17/05/2020,-85,-65,-51,19,79
Spain,Madrid,18/05/2020,-71,-61,-62,26,79
Spain,Madrid,19/05/2020,-73,-62,-63,27,79
Spain,Madrid,20/05/2020,-73,-62,-63,28,79
Spain,Madrid,21/05/2020,-73,-63,-63,28,79
Spain,Madrid,22/05/2020,-76,-64,-61,30,75
Spain,Madrid,23/05/2020,-80,-60,-42,20,75
Spain,Madrid,24/05/2020,-82,-64,-44,18,75
Spain,Madrid,25/05/2020,-54,-53,-58,21,75
Spain,Madrid,26/05/2020,-57,-54,-57,21,72
Spain,Madrid,27/05/2020,-57,-54,-56,22,68
Spain,Madrid,28/05/2020,-57,-54,-56,23,68
Spain,Madrid,29/05/2020,-59,-52,-55,23,68
Spain,Madrid,30/05/2020,-63,-43,-23,11,68
Spain,Madrid,31/05/2020,-70,-59,-24,12,68
Spain,Madrid,01/06/2020,-50,-48,-53,20,67
Spain,Madrid,02/06/2020,-52,-49,-53,20,67
Spain,Madrid,03/06/2020,-53,-49,-53,21,67
Spain,Madrid,04/06/2020,-55,-51,-54,22,67
Spain,Madrid,05/06/2020,-52,-48,-51,20,67
Spain,Madrid,06/06/2020,-57,-40,-19,9,67
Spain,Madrid,07/06/2020,-63,-52,-20,11,67
Spain,Madrid,08/06/2020,-34,-46,-50,18,57
Spain,Madrid,09/06/2020,-36,-46,-50,18,57
Spain,Madrid,10/06/2020,-36,-46,-50,18,57
Spain,Madrid,11/06/2020,-37,-48,-50,19,57
Spain,Madrid,12/06/2020,-41,-48,-48,19,57
Spain,Madrid,13/06/2020,-42,-36,-10,7,57
Spain,Madrid,14/06/2020,-42,-43,-6,7,57
Belgium,Brussels,15/02/2020,11,18,1,-1,11
