"","x","y","December","January","February","March","April","May","June","JanDec_dif","FebDec_dif","MarDec_dif","AprDec_dif","MayDec_dif","JunDec_dif","JanDec","FebDec","MarDec","AprDec","MayDec","JunDec"
"164",96.2163042935063,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"165",96.2207958699269,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"166",96.2252874463475,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"167",96.2297790227681,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"168",96.2342705991886,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"169",96.2387621756092,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"170",96.2432537520298,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"171",96.2477453284504,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"172",96.252236904871,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"173",96.2567284812916,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"174",96.2612200577122,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"175",96.2657116341328,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"176",96.2702032105534,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"177",96.274694786974,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"178",96.2791863633946,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"179",96.2836779398152,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"180",96.2881695162358,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"181",96.2926610926564,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"182",96.297152669077,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"183",96.3016442454976,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"184",96.3061358219182,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"185",96.3106273983388,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"186",96.3151189747594,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"187",96.3196105511799,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"188",96.3241021276006,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"189",96.3285937040211,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"190",96.3330852804417,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
